,Value,Uncertainty,Unit
Vf,11.094745549484534,0.05508800000000017,V
Vp,18.79953225,0.07158955699113866,V
Te,1.7973279585197184,0.008378947204117805,eV
n,1.13893612379426e+17,1.2947133546634786e+17,m-3
ne,1.8310011855506582e+17,3656508075246304.0,m-3
ni,5.3062331996500726e-11,0.0,m-3
Ie_sat,0.00268075,5.316862732969831e-05,A
Ii_sat,-0.0007941099621275639,0.00022252459638932571,A
