metric,bayes_median,bayes_q16,bayes_q84,legacy_value,legacy_std,delta
Vp,18.624920666941343,17.740654787163805,19.612161384963187,16.579231,0.3308679999999953,2.0456896669413425
Te,3.451250579404266,3.239303806073442,3.7073592931016583,1.9739663567396832,0.05,1.4772842226645826
ne,1.482422879814361e+17,1.2240772222311117e+17,1.8021208720347702e+17,1.076364920287079e+17,1.809300707319364e+16,4.060579595272819e+16
n_qn,1.482422879814361e+17,1.2240772222311117e+17,1.8021208720347702e+17,1.4167500762885e+18,1.8513661855470515e+18,-1.2685077883070638e+18
p,1.9792393728269346,1.8194842474907347,2.169901863531642,,,
