,Value,Uncertainty,Unit
Vf,9.589266975476715,0.16613800000000012,V
Vp,15.57233,0.33227600000000024,V
Te,1.5167364323387953,0.05,eV
n,7.41943031752365e+17,8.911194236034499e+17,m-3
ne,1.118264444753181e+17,2.456739704028819e+16,m-3
ni,1.372059619029412e+18,8845977120515365.0,m-3
Ie_sat,0.00150398705431901,0.00032948295551278513,A
Ii_sat,-0.00026160998922678794,1.7481745641635957e-05,A
