parameter,median,mean,std,q16,q84,q2.25,q97.75
Vf,9.87068170534595,9.87068170534595,0.0,9.87068170534595,9.87068170534595,9.87068170534595,9.87068170534595
Vp,16.712964467599075,16.6944706589338,0.0627681417838319,16.620628314610244,16.760027913166812,16.612939546574015,16.80222925606457
Ie_sat,0.0009180127391861772,0.0009158544211400061,7.325349558256356e-06,0.0009072366579085558,0.0009235052737809874,0.0009063393410223609,0.0009284303771816676
ne,4142024767309585.0,4131750530614775.0,56612931254590.06,4055626612399661.0,4193305939399139.5,4042778643694794.5,4200131711049394.0
ni,,,,,,,
Te,3.9272911273929583,3.934801152636684,0.05500279593235892,3.8984590110284953,3.9926989882893307,3.8257323585069694,3.994643541253479
p,1.965648255976753,1.9250571724793892,0.08330900034647648,1.811280596586216,1.98780128056543,1.7452795025778718,1.991471495264714
I1,-1.027911454589206e-05,-1.0144206198563628e-05,6.215562482800285e-07,-1.0491961801165192e-05,-9.354284042513077e-06,-1.1185961767664286e-05,-9.020147374569849e-06
I2,-7.143314005399193e-05,-7.443356626737541e-05,1.07810924784357e-05,-8.557472321957341e-05,-7.026385638394042e-05,-9.339003456006175e-05,-5.326150271845102e-05
log10_sigma_I,-4.580565999612907,-4.579410938018873,0.02106306155891243,-4.593820457811659,-4.561077497455214,-4.622172805895825,-4.534909544156628
sigma_I,2.6268488722964675e-05,2.6368669715624692e-05,1.2842452728054034e-06,2.5478833583183178e-05,2.747403850292298e-05,2.3868613611354215e-05,2.918077032441186e-05
