Bias Voltage (V)	Probe Current (A)
-21.000565	-0.003590
-9.788116	-0.003316
-9.590087	-0.003299
-9.388948	-0.003293
-9.184906	-0.003276
-8.986964	-0.003273
-8.786053	-0.003258
-8.587811	-0.003247
-8.386767	-0.003245
-8.185609	-0.003239
-7.980697	-0.003234
-7.782927	-0.003218
-7.582346	-0.003214
-7.384112	-0.003211
-7.182654	-0.003209
-6.984921	-0.003194
-6.776814	-0.003185
-6.578964	-0.003184
-6.377829	-0.003162
-6.179685	-0.003163
-5.978576	-0.003165
-5.780572	-0.003139
-5.576197	-0.003140
-5.375109	-0.003136
-5.173726	-0.003117
-4.976129	-0.003117
-4.774808	-0.003107
-4.576992	-0.003101
-4.375542	-0.003106
-4.171548	-0.003085
-3.970141	-0.003080
-3.772409	-0.003078
-3.571380	-0.003059
-3.373188	-0.003057
-3.171847	-0.003056
-2.967238	-0.003044
-2.768997	-0.003043
-2.568362	-0.003033
-2.367119	-0.003014
-2.169180	-0.002999
-1.967876	-0.003002
-1.763101	-0.002989
-1.565220	-0.002977
-1.364452	-0.002972
-1.166098	-0.002965
-0.965230	-0.002951
-0.764524	-0.002947
-0.559676	-0.002933
-0.361908	-0.002922
-0.160544	-0.002911
0.040391	-0.002903
0.241231	-0.002902
0.442588	-0.002886
0.647196	-0.002877
0.845080	-0.002850
1.045880	-0.002849
1.243691	-0.002833
1.445311	-0.002820
1.643020	-0.002809
1.844431	-0.002793
2.048651	-0.002772
2.250257	-0.002755
2.447712	-0.002735
2.649023	-0.002718
2.846773	-0.002693
3.047726	-0.002678
3.252311	-0.002644
3.453536	-0.002623
3.651573	-0.002593
3.852849	-0.002565
4.050548	-0.002539
4.251688	-0.002502
4.455985	-0.002454
4.657219	-0.002422
4.855325	-0.002371
5.056687	-0.002331
5.254493	-0.002277
5.455438	-0.002210
5.660252	-0.002160
5.858080	-0.002093
6.059072	-0.002014
6.260372	-0.001943
6.458002	-0.001856
6.659178	-0.001763
6.857307	-0.001661
7.061703	-0.001540
7.263068	-0.001427
7.463864	-0.001287
7.662059	-0.001156
7.863014	-0.001010
8.058908	-0.000890
8.264146	-0.000687
8.465851	-0.000494
8.663876	-0.000314
8.866075	-0.000231
9.067215	-2.665619E-5
9.161415	9.911179E-5
9.471417	0.000362
9.671452	0.000689
9.870337	0.000917
10.069661	0.000925
10.267370	0.001277
10.468934	0.001540
10.672972	0.001811
10.874747	0.002070
11.073255	0.002287
11.273767	0.002591
11.472347	0.002810
11.673251	0.003043
11.877997	0.003291
12.079335	0.003528
12.277286	0.003729
12.478161	0.003940
12.676342	0.004138
12.877455	0.004348
13.076210	0.004529
13.283877	0.004761
13.483511	0.004949
13.685654	0.005115
13.883058	0.005273
14.084867	0.005456
14.283448	0.005582
14.486544	0.005774
14.688151	0.005922
14.891053	0.006057
15.090133	0.006202
15.290823	0.006321
15.489985	0.006468
15.694293	0.006591
15.898726	0.006712
16.099411	0.006866
16.297955	0.006937
16.498915	0.007096
16.696497	0.007207
16.901735	0.007375
17.104330	0.007448
17.302229	0.007571
17.505379	0.007702
17.706282	0.007800
17.904261	0.007885
18.105749	0.007974
18.309063	0.008138
18.508684	0.008188
18.711418	0.008337
18.913002	0.008399
19.111795	0.008527
19.312567	0.008613
19.516514	0.008758
19.718065	0.008827
19.917772	0.008949
20.117077	0.009060
20.318832	0.009130
20.520708	0.009233
20.724457	0.009341
20.924950	0.009369
21.124327	0.009443
21.323456	0.009534
21.525818	0.009645
21.723652	0.009763
21.931784	0.009881
22.129293	0.009925
22.332361	0.010041
22.530329	0.010126
22.730059	0.010189
22.927652	0.010273
23.127329	0.010323
23.334841	0.009783
23.536331	0.010261
23.734505	0.010444
23.937334	0.010548
24.134844	0.010624
24.336811	0.010749
24.541754	0.010846
24.743349	0.010958
24.941761	0.011012
25.143101	0.011126
25.341589	0.011199
25.544292	0.011311
25.748743	0.011332
25.947481	0.011376
26.149349	0.011442
26.350595	0.011512
26.547791	0.011527
26.748854	0.011656
26.953400	0.011758
27.152481	0.011796
27.352865	0.011847
27.554224	0.011945
27.752132	0.012189
27.953379	0.012096
28.158310	0.012097
28.356201	0.012104
28.556002	0.012380
28.754751	0.012268
28.956364	0.012391
29.157087	0.012463
29.355150	0.012534
29.559414	0.012623
29.760088	0.012728
29.959175	0.012777
30.159847	0.012926
30.360374	0.012937
30.558748	0.012975
30.763117	0.013091
30.963802	0.013119
31.162472	0.013187
31.363113	0.013258
31.561628	0.013323
31.762281	0.013413
31.967257	0.013477
32.167286	0.013522
32.366310	0.013588
32.567482	0.013680
32.765251	0.013739
32.965900	0.013860
33.170719	0.013920
33.371574	0.013960
33.569664	0.014038
33.771248	0.014096
33.969742	0.014137
34.169971	0.014268
34.375225	0.014322
34.573040	0.014334
34.773586	0.014337
34.974972	0.014444
35.171928	0.014507
35.374058	0.014542
35.573090	0.014607
35.776299	0.014597
35.977993	0.014683
36.178226	0.014755
36.376987	0.014868
36.577496	0.014896
36.774597	0.014997
36.980331	0.015032
37.181171	0.015102
37.379387	0.015187
37.580357	0.015267
37.780689	0.015362
37.979717	0.015347
38.183598	0.015359
38.385265	0.015451
38.583771	0.015529
38.782951	0.015603
38.985165	0.015703
39.183125	0.015778
39.387386	0.015826
39.588657	0.015730
39.786472	0.015831
39.987556	0.015907
