metric,bayes_median,bayes_q16,bayes_q84,legacy_value,legacy_std,delta
Vp,19.03346247258016,18.916866086877988,19.238848061783266,17.240328,0.24629518877120782,1.7931344725801601
Te,5.220824757960454,5.16603451752155,5.323223099489918,3.1331775204740313,0.08034505470614185,2.0876472374864226
ne,5.685417877220194e+16,5.575682644263029e+16,5.860527483944477e+16,4.857273109066173e+16,3868698803831891.5,8281447681540208.0
n_qn,5.685417877220194e+16,5.575682644263029e+16,5.860527483944477e+16,1.3948978969073004e+18,1.9039913088620964e+18,-1.3380437181350984e+18
p,2.9650650211336878,2.8902897452162284,2.9848741748297245,,,
