,Value,Uncertainty,Unit
Vf,6.454835556424977,0.055143000000000164,V
Vp,10.891247,0.23635327003872839,V
Te,0.9850688326330086,0.016534756659506763,eV
n,2.157871322429143e+17,2.7426551764292115e+17,m-3
ne,3.8787001474189645e+17,6.998271637114828e+16,m-3
ni,2.781640292288424e-11,0.0,m-3
Ie_sat,0.004204104667972395,0.0007577182758721321,A
Ii_sat,-0.0004491756921799215,0.00012910495270727624,A
