bias_voltage_v,probe_current_a,ion_current_a,corrected_ion_current_a,electron_current_a,electron_current_smooth_a,dIe_dV_a_per_v,ln_electron_current,semilog_fit_ln_current,semilog_fit_current_a,legacy_total_model_a,semilog_window,legacy_model_valid
-21.000252,-0.000352,-0.000444500293545984,-0.00039797344161009775,9.250029354598399e-05,6.10834556431659e-05,-1.1733495617468268e-06,-9.288298739980833,,2.42482158525299e-12,-0.0004445002911211624,0,1
-9.823377,-0.000294,-0.00031633281149348906,-0.00033230177134039744,2.2332811493489067e-05,4.796907426021683e-05,-6.276922502854786e-05,-10.709453593477582,,1.281590240637058e-09,-0.00031633152990324844,0,1
-9.655267,-0.000292,-0.0003144050601848411,-0.0003312146297417494,2.240506018484108e-05,3.726119332672322e-05,-5.760758799329672e-05,-10.706223723506117,,1.408336849970591e-09,-0.0003144036518479911,0,1
-9.490105,-0.000291,-0.0003125111141873459,-0.0003301430661483707,2.1511114187345876e-05,2.8734497531422134e-05,-4.511869716845953e-05,-10.746940817451245,,1.5450611080791185e-09,-0.0003125095691262378,0,1
-9.318863,-0.00029,-0.00031054744760239855,-0.00032902837092708693,2.054744760239855e-05,2.2163671563050617e-05,-3.377178439854353e-05,-10.792773828998863,,1.7008502357850913e-09,-0.0003105457467521628,0,1
-9.153894,-0.000289,-0.00030865571477486686,-0.0003279509264837863,1.9655714774866886e-05,1.732340011034573e-05,-2.4641481965948525e-05,-10.837142433693838,,1.8657702798313576e-09,-0.00030865384900458705,0,1
-8.985947,-0.000288,-0.0003067298326201259,-0.0003268503836781662,1.8729832620125884e-05,1.3988367862044539e-05,-1.612430899315277e-05,-10.885392978007049,,2.050103607684564e-09,-0.0003067277825165182,0,1
-8.820971,-0.000287,-0.00030483801952218106,-0.0003257656896930578,1.7838019522181073e-05,1.193325950688409e-05,-9.208853663014637e-06,-10.934178450305504,,2.2488972408634153e-09,-0.0003048357706249402,0,1
-8.649361,-0.000286,-0.00030287013300694054,-0.0003246335323009973,1.6870133006940524e-05,1.0932759733601466e-05,-3.386751589263988e-06,-10.989965777208639,,2.4761655827771215e-09,-0.00030286765684135774,0,1
-8.484371,-0.000286,-0.0003009781593681693,-0.00032354131342508325,1.4978159368169287e-05,1.0761553230933714e-05,7.931280755210383e-07,-11.108917460043532,,2.7162947577618135e-09,-0.00030097544307341155,0,1
-8.319415,-0.000284,-0.00029908657561426215,-0.00032244562112181656,1.508657561426213e-05,1.1194324687617814e-05,9.831808610536657e-06,-11.101705241734944,,2.9796539188236915e-09,-0.0002990835959603433,0,1
-8.151497,-0.000283,-0.00029716102600837584,-0.0003213264168171228,1.4161026008375848e-05,1.4077391755511948e-05,5.426954445384189e-06,-11.165017014105038,,3.2739828352383093e-09,-0.0002971577520255406,0,1
-7.986561,-0.000282,-0.0002952696715985063,-0.00032022327999306114,1.3269671598506298e-05,1.307011884557628e-05,-5.806482677095109e-06,-11.230029457589815,,3.5913725140772237e-09,-0.0002952660802259922,0,1
-7.814852,-0.000281,-0.00029330064983027935,-0.0003190707914672188,1.230064983027935e-05,1.2126823519047821e-05,-5.564304651379512e-06,-11.30585846525142,,3.954527915011162e-09,-0.0002932966953023643,0,1
-7.650145,-0.00028,-0.0002914119214096412,-0.00031796137419374827,1.1411921409641202e-05,1.1199168109957338e-05,-5.727270798745293e-06,-11.38085201127876,,4.337334429932453e-09,-0.00029140758407521125,0,1
-7.481985,-0.000279,-0.000289483596740899,-0.00031682469072853643,1.0483596740898978e-05,1.0219740317254748e-05,-5.752735187881065e-06,-11.465698737483727,,4.766421477737992e-09,-0.00028947883031942126,0,1
-7.317206,-0.000278,-0.0002875940426817252,-0.00031570689131701744,9.59404268172521e-06,9.28337861521648e-06,-5.471425733442595e-06,-11.55436820610076,,5.228032137771986e-09,-0.0002875888146495874,0,1
-7.145604,-0.000277,-0.0002856262479040998,-0.0003145385846998025,8.626247904099777e-06,8.382197035275078e-06,-5.369926766640419e-06,-11.660700920979341,,5.756339112348567e-09,-0.00028562049156498744,0,1
-6.98391,-0.000277,-0.0002837720701627368,-0.00031343374919482495,6.772070162736781e-06,7.495880966164662e-06,-5.461710327565038e-06,-11.902703733035779,,6.302902150344741e-09,-0.00028376576726058645,0,1
-6.818862,-0.000276,-0.00028187943142625634,-0.00031230196519253046,5.879431426256349e-06,6.5977606032943966e-06,-5.549657983870321e-06,-12.044050496944026,,6.91435873860292e-09,-0.0002818725170675177,0,1
-6.647302,-0.000274,-0.00027991211827111003,-0.0003111211624417213,5.912118271110035e-06,5.6263861918014766e-06,-5.502979526393745e-06,-12.038506369256291,,7.61289426398305e-09,-0.00027990450537684604,0,1
-6.482809,-0.000273,-0.00027802584383167494,-0.000309984776198027,5.025843831674918e-06,4.746266384785998e-06,-5.138574774853798e-06,-12.200917191415769,,8.348835888295508e-09,-0.00027801749499578663,0,1
-6.314342,-0.000272,-0.0002760939987319545,-0.00030881660149177593,4.093998731954495e-06,3.91715106352816e-06,-4.7641696923762146e-06,-12.405988380457883,,9.176355985202205e-09,-0.0002760848223759693,0,1
-6.149377,-0.000271,-0.00027420231177323036,-0.00030766841213716894,3.202311773230389e-06,3.156649062799561e-06,-4.311266597816113e-06,-12.651637579850412,,1.0066103114484307e-08,-0.0002741922456701159,0,1
-5.977875,-0.00027,-0.0002722356637157933,-0.0003064701632341907,2.235663715793271e-06,2.470536228315179e-06,-3.8106683442053116e-06,-13.010972409423243,,1.1082688676055594e-08,-0.0002722245810271172,0,1
-5.813188,-0.000268,-0.0002703471646391928,-0.00030531510326485295,2.3471646391927782e-06,1.8730067989025631e-06,-3.3213744802724073e-06,-12.962302494773091,,1.215537957503972e-08,-0.0002703350092596177,0,1
