metric,bayes_median,bayes_q16,bayes_q84,legacy_value,legacy_std,delta
Vp,14.192636513956664,13.049817818524037,14.5368308026794,11.724625999999999,0.23628114514704773,2.4680105139566653
Te,2.1793340231672325,1.9940243400950277,2.307710172466991,1.0938084645463517,0.01507056442296206,1.0855255586208807
ne,7.43077164257103e+17,4.908598802709472e+17,8.98271815013933e+17,3.1707767041614464e+17,5.25427442714586e+16,4.2599949384095834e+17
n_qn,7.43077164257103e+17,4.908598802709472e+17,8.98271815013933e+17,1.727967808651142e+17,2.2420777091408902e+17,5.7028038339198874e+17
p,1.803836626955874,1.6895891993241956,1.9003663392067809,,,
