Bias Voltage (V)	Probe Current (A)
-21.000294	-0.000413
-9.823653	-0.000325
-9.655970	-0.000323
-9.490737	-0.000320
-9.319115	-0.000319
-9.154496	-0.000317
-8.986245	-0.000315
-8.821563	-0.000313
-8.650270	-0.000310
-8.484983	-0.000310
-8.319323	-0.000308
-8.151793	-0.000307
-7.986612	-0.000306
-7.815033	-0.000301
-7.650540	-0.000299
-7.482334	-0.000297
-7.317661	-0.000294
-7.145864	-0.000296
-6.984315	-0.000294
-6.819133	-0.000291
-6.647789	-0.000291
-6.482847	-0.000288
-6.314509	-0.000285
-6.149528	-0.000284
-5.978007	-0.000283
-5.813687	-0.000279
-5.645328	-0.000279
-5.480493	-0.000277
-5.315218	-0.000275
-5.144073	-0.000274
-4.979299	-0.000272
-4.811132	-0.000271
-4.646160	-0.000268
-4.474519	-0.000266
-4.309475	-0.000265
-4.141764	-0.000264
-3.976696	-0.000262
-3.811765	-0.000260
-3.644043	-0.000258
-3.478379	-0.000255
-3.306750	-0.000255
-3.142094	-0.000252
-2.973841	-0.000251
-2.808599	-0.000250
-2.637367	-0.000246
-2.472833	-0.000246
-2.307931	-0.000244
-2.139508	-0.000242
-1.974961	-0.000239
-1.803428	-0.000239
-1.638387	-0.000237
-1.470204	-0.000234
-1.305042	-0.000231
-1.133536	-0.000232
-0.968524	-0.000228
-0.804364	-0.000227
-0.636061	-0.000227
-0.471455	-0.000224
-0.303019	-0.000223
-0.137775	-0.000221
0.037606	-0.000218
0.202553	-0.000217
0.371167	-0.000216
0.535343	-0.000213
0.700502	-0.000212
0.872003	-0.000209
1.036535	-0.000208
1.205078	-0.000208
1.369446	-0.000205
1.541250	-0.000203
1.706107	-0.000201
1.874628	-0.000200
2.039515	-0.000197
2.203954	-0.000194
2.375670	-0.000195
2.540542	-0.000191
2.708571	-0.000190
2.873407	-0.000188
3.040932	-0.000186
3.206298	-0.000184
3.378011	-0.000183
3.542785	-0.000182
3.707700	-0.000179
3.876141	-0.000177
4.040847	-0.000174
4.212242	-0.000174
4.376718	-0.000172
4.544822	-0.000169
4.709812	-0.000166
4.881324	-0.000165
5.046114	-0.000164
5.211305	-0.000162
5.379035	-0.000159
5.544438	-0.000158
