,Value,Uncertainty,Unit
Vf,9.875105614095355,0.1659390000000016,V
Vp,14.40087,0.3318780000000032,V
Te,1.5769533579763062,0.05,eV
n,7.418362809113457e+17,9.498797297436375e+17,m-3
ne,7.0169882697974456e+16,1.4809454879595678e+16,m-3
ni,1.4135026791247168e+18,8224171978037012.0,m-3
Ie_sat,0.0009622871725664142,0.0002025183184027932,A
Ii_sat,-0.0002651598589713906,1.5508351257855082e-05,A
