Bias Voltage (V)	Probe Current (A)
-21.000278	-0.000463
-9.824039	-0.000387
-9.655797	-0.000384
-9.490778	-0.000383
-9.319492	-0.000382
-9.154560	-0.000381
-8.986567	-0.000380
-8.821673	-0.000378
-8.650050	-0.000377
-8.484980	-0.000376
-8.320065	-0.000374
-8.152116	-0.000373
-7.987185	-0.000372
-7.815563	-0.000370
-7.650959	-0.000369
-7.482746	-0.000367
-7.318080	-0.000366
-7.146553	-0.000365
-6.984807	-0.000363
-6.819736	-0.000362
-6.648178	-0.000360
-6.483621	-0.000359
-6.315331	-0.000357
-6.150158	-0.000356
-5.978772	-0.000354
-5.814145	-0.000352
-5.646026	-0.000351
-5.480978	-0.000349
-5.316000	-0.000348
-5.144306	-0.000346
-4.979871	-0.000344
-4.811474	-0.000343
-4.646525	-0.000341
-4.474968	-0.000339
-4.310328	-0.000338
-4.142416	-0.000336
-3.977567	-0.000335
-3.812457	-0.000333
-3.644195	-0.000331
-3.479109	-0.000329
-3.307820	-0.000328
-3.142942	-0.000326
-2.974690	-0.000324
-2.809612	-0.000322
-2.638192	-0.000320
-2.473740	-0.000319
-2.308862	-0.000317
-2.140380	-0.000315
-1.975583	-0.000313
-1.804043	-0.000311
-1.639328	-0.000309
-1.470946	-0.000308
-1.306019	-0.000306
-1.134354	-0.000304
-0.969651	-0.000302
-0.805138	-0.000300
-0.636889	-0.000298
-0.471881	-0.000296
-0.303610	-0.000294
-0.138896	-0.000292
0.037638	-0.000290
0.202349	-0.000288
0.370676	-0.000286
0.535215	-0.000284
0.700260	-0.000282
0.871747	-0.000280
1.036285	-0.000278
1.204623	-0.000276
1.369304	-0.000274
1.540913	-0.000271
1.705866	-0.000269
1.874011	-0.000267
2.038923	-0.000265
2.203594	-0.000262
2.375204	-0.000260
2.540126	-0.000258
2.707996	-0.000255
2.872921	-0.000253
3.041005	-0.000250
3.205948	-0.000248
3.377476	-0.000245
3.542471	-0.000243
3.707112	-0.000240
3.875472	-0.000237
4.040321	-0.000234
4.211778	-0.000231
4.376338	-0.000228
4.544310	-0.000225
4.709202	-0.000222
4.880742	-0.000218
5.045805	-0.000216
5.210595	-0.000212
5.378618	-0.000208
5.543647	-0.000205
5.715161	-0.000201
5.880146	-0.000197
6.048140	-0.000193
6.212779	-0.000189
6.381065	-0.000185
6.546261	-0.000181
6.711116	-0.000176
6.882581	-0.000171
7.047352	-0.000167
7.215621	-0.000161
7.380693	-0.000156
7.552203	-0.000151
7.716825	-0.000145
7.884599	-0.000139
8.049626	-0.000133
8.214618	-0.000127
8.386124	-0.000120
8.550826	-0.000113
8.719151	-0.000105
8.882364	-9.830580E-5
9.054309	-8.998521E-5
9.219297	-8.100983E-5
9.387365	-7.205736E-5
9.552256	-6.293161E-5
9.717323	-5.402712E-5
9.886015	-4.268314E-5
10.050981	-3.144909E-5
10.222920	-1.950505E-5
10.387729	-1.072983E-5
10.555865	4.072883E-7
10.721293	1.206658E-5
10.893177	2.854474E-5
11.058006	4.400958E-5
11.222980	5.953601E-5
11.391581	7.856350E-5
11.556823	9.637613E-5
11.726460	0.000112
11.891541	0.000135
12.059713	0.000159
12.224794	0.000182
12.396223	0.000208
12.560846	0.000237
12.722432	0.000269
12.894373	0.000302
13.059955	0.000340
13.228545	0.000377
13.394113	0.000418
13.566203	0.000468
13.731774	0.000515
13.900657	0.000569
14.066082	0.000627
14.231317	0.000683
14.403514	0.000749
14.568911	0.000813
14.737701	0.000883
14.902843	0.000956
15.075030	0.001034
15.238966	0.001006
15.407782	0.001107
15.573269	0.001192
15.738318	0.001283
15.910357	0.001363
16.072412	0.001441
16.244249	0.001530
16.409765	0.001607
16.578249	0.001680
16.743828	0.001763
16.915979	0.001831
17.081247	0.001909
17.250137	0.001966
17.415123	0.002032
17.580709	0.002089
17.752821	0.002170
17.917734	0.002217
18.086555	0.002275
18.251841	0.002321
18.423885	0.002394
18.589249	0.002429
18.758047	0.002487
18.923132	0.002531
19.088625	0.002576
19.260719	0.002621
19.423079	0.002655
19.594746	0.002706
19.759985	0.002746
19.928885	0.002774
20.094126	0.002822
20.266346	0.002863
20.431837	0.002905
20.596916	0.002920
20.765747	0.002961
20.931101	0.002988
21.103144	0.003025
21.268089	0.003054
21.436531	0.003095
21.602211	0.003123
21.774487	0.003151
21.939766	0.003178
22.104984	0.003196
22.273512	0.003232
22.439009	0.003248
22.611170	0.003295
22.773279	0.003291
22.944981	0.003352
23.110085	0.003355
23.278877	0.003382
23.444435	0.003401
23.609884	0.003429
23.781599	0.003455
23.947123	0.003477
24.115873	0.003496
24.281239	0.003518
24.453358	0.003549
24.618530	0.003552
24.786577	0.003586
24.952368	0.003598
25.117769	0.003621
25.289785	0.003647
25.454857	0.003654
25.623636	0.003692
25.789108	0.003703
25.961111	0.003729
26.123098	0.003743
26.294825	0.003771
26.460049	0.003784
26.625261	0.003786
26.793472	0.003828
26.958101	0.003839
27.129526	0.003870
27.294720	0.003880
27.462975	0.003902
27.627850	0.003924
27.799356	0.003941
27.963966	0.003963
28.128784	0.003973
28.296843	0.004015
28.461718	0.004009
28.632935	0.004043
28.798025	0.004060
28.966379	0.004079
29.131416	0.004081
29.299479	0.004116
29.464268	0.004138
29.629076	0.004153
29.800270	0.004174
29.965282	0.004188
30.133284	0.004222
30.298227	0.004231
30.469830	0.004263
30.634851	0.004278
30.803181	0.004302
30.967560	0.004322
31.132683	0.004344
31.304308	0.004363
31.468773	0.004374
31.636879	0.004409
31.801611	0.004428
31.973307	0.004467
32.138218	0.004468
32.306488	0.004509
32.471397	0.004516
32.636024	0.004539
32.804234	0.004559
32.969143	0.004579
33.140560	0.004617
33.305401	0.004629
33.473557	0.004660
33.638615	0.004677
33.810089	0.004716
33.974949	0.004734
34.139721	0.004752
34.307865	0.004769
34.472946	0.004791
34.644718	0.004850
34.809040	0.004856
34.977020	0.004861
35.142124	0.004898
35.313541	0.004929
35.478580	0.004948
35.643574	0.004979
35.811432	0.005008
35.976257	0.005020
36.144489	0.005059
36.309490	0.005080
36.480804	0.005103
36.645458	0.005125
36.813908	0.005160
36.978905	0.005171
37.143650	0.005208
37.315189	0.005239
37.479801	0.005269
37.648178	0.005291
37.813080	0.005308
37.984745	0.005351
38.149273	0.005364
38.317181	0.005397
38.481972	0.005416
38.647076	0.005444
38.818657	0.005469
38.983295	0.005495
39.151768	0.005510
39.316364	0.005539
39.484791	0.005581
39.649689	0.005605
39.820980	0.005636
39.986187	0.005676
