Bias Voltage (V)	Probe Current (A)
-20.792906	-0.000493
-9.821749	-0.000408
-9.653394	-0.000381
-9.488560	-0.000394
-9.317886	-0.000387
-9.150979	-0.000374
-8.986415	-0.000396
-8.821676	-0.000370
-8.649858	-0.000389
-8.484933	-0.000375
-8.319833	-0.000390
-8.155403	-0.000367
-7.984720	-0.000374
-7.816826	-0.000377
-7.653071	-0.000367
-7.482649	-0.000386
-7.319844	-0.000357
-7.143939	-0.000366
-6.984543	-0.000373
-6.816223	-0.000357
-6.644069	-0.000360
-6.481950	-0.000350
-6.312897	-0.000346
-6.148097	-0.000344
-5.978817	-0.000368
-5.814216	-0.000343
-5.646430	-0.000343
-5.485286	-0.000334
-5.316048	-0.000347
-5.144486	-0.000350
-4.976011	-0.000333
-4.811562	-0.000356
-4.646389	-0.000335
-4.474642	-0.000330
-4.308224	-0.000325
-4.142449	-0.000324
-3.978741	-0.000324
-3.812660	-0.000326
-3.644215	-0.000344
-3.482712	-0.000312
-3.307973	-0.000321
-3.141435	-0.000332
-2.975026	-0.000339
-2.812928	-0.000303
-2.642090	-0.000309
-2.473647	-0.000317
-2.309012	-0.000301
-2.136709	-0.000313
-1.972541	-0.000306
-1.802284	-0.000305
-1.638784	-0.000300
-1.469284	-0.000305
-1.306586	-0.000293
-1.138688	-0.000292
-0.970459	-0.000286
-0.802643	-0.000285
-0.639112	-0.000278
-0.472228	-0.000295
-0.300269	-0.000284
-0.137023	-0.000298
0.040100	-0.000288
0.201884	-0.000271
0.370740	-0.000284
0.534499	-0.000270
0.700103	-0.000281
0.874053	-0.000277
1.033619	-0.000268
1.204490	-0.000269
1.366954	-0.000251
1.544014	-0.000263
1.705991	-0.000272
1.874148	-0.000249
2.039175	-0.000266
2.204099	-0.000261
2.375709	-0.000266
2.543234	-0.000253
2.704817	-0.000241
2.875454	-0.000249
3.040481	-0.000244
3.206064	-0.000255
3.377502	-0.000248
3.542469	-0.000245
3.704806	-0.000213
3.875925	-0.000221
4.040693	-0.000220
4.214393	-0.000228
4.378641	-0.000220
4.544336	-0.000230
4.708743	-0.000223
4.880132	-0.000213
5.044314	-0.000200
5.209168	-0.000194
5.377695	-0.000192
5.545413	-0.000206
5.714630	-0.000204
5.882884	-0.000206
6.048320	-0.000200
6.212778	-0.000189
6.381235	-0.000185
6.546333	-0.000168
6.710209	-0.000171
6.883217	-0.000177
7.049671	-0.000168
7.213879	-0.000148
7.380749	-0.000154
7.552575	-0.000145
7.716300	-0.000135
7.885036	-0.000134
8.047934	-0.000122
8.214968	-0.000127
8.383456	-0.000113
9.328021	-4.868986E-5
8.719094	-0.000113
9.571861	-3.965362E-5
9.057144	-8.412675E-5
9.879297	-2.569458E-5
9.390291	-5.895527E-5
10.033184	-1.746154E-5
10.256876	-8.409388E-6
10.282629	1.010892E-5
10.458829	1.209535E-5
10.218848	-2.473171E-6
10.665731	2.263991E-5
10.560157	1.239283E-5
10.775879	4.134428E-5
10.892308	6.376801E-5
11.052674	7.620744E-5
11.221372	9.976055E-5
11.390388	0.000130
11.550103	0.000159
11.726400	0.000173
11.891647	0.000223
12.057613	0.000268
12.224664	0.000302
12.398105	0.000329
12.560741	0.000383
12.728314	0.000443
12.895288	0.000486
13.061777	0.000562
13.213426	0.000637
13.345229	0.000605
13.450502	0.000701
13.559615	0.000649
13.899765	0.000828
13.860014	0.000662
13.910479	0.000693
14.401353	0.001021
14.567310	0.001116
14.737867	0.001216
14.900439	0.001242
15.073910	0.001343
15.237997	0.001463
15.407923	0.001515
15.572634	0.001536
15.738385	0.001599
15.909333	0.001623
16.074053	0.001631
16.245289	0.001657
16.412012	0.001783
16.577751	0.001906
16.745697	0.001927
16.916927	0.001868
17.081966	0.002059
17.252522	0.002061
17.417120	0.002063
17.580587	0.002210
17.752178	0.002135
17.917868	0.002370
18.087912	0.002355
18.251614	0.002454
18.423271	0.002375
18.588720	0.002370
18.757162	0.002483
18.926046	0.002432
19.089798	0.002366
19.261671	0.002460
19.423409	0.002460
19.597017	0.002634
19.758150	0.002639
19.931053	0.002735
20.094711	0.002625
20.268106	0.002578
20.431715	0.002689
20.594706	0.002864
20.765753	0.002782
20.931889	0.002809
21.105320	0.002780
21.268068	0.002858
21.436663	0.002802
21.603811	0.002847
21.775011	0.002922
21.941164	0.002892
22.104687	0.003039
22.272415	0.002950
22.438599	0.002897
22.609421	0.003105
22.770763	0.003160
22.946362	0.003113
23.112654	0.003244
23.277069	0.003231
23.445265	0.003096
23.607723	0.003272
