Bias Voltage (V)	Probe Current (A)
-21.000252	-0.000352
-9.823377	-0.000294
-9.655267	-0.000292
-9.490105	-0.000291
-9.318863	-0.000290
-9.153894	-0.000289
-8.985947	-0.000288
-8.820971	-0.000287
-8.649361	-0.000286
-8.484371	-0.000286
-8.319415	-0.000284
-8.151497	-0.000283
-7.986561	-0.000282
-7.814852	-0.000281
-7.650145	-0.000280
-7.481985	-0.000279
-7.317206	-0.000278
-7.145604	-0.000277
-6.983910	-0.000277
-6.818862	-0.000276
-6.647302	-0.000274
-6.482809	-0.000273
-6.314342	-0.000272
-6.149377	-0.000271
-5.977875	-0.000270
-5.813188	-0.000268
-5.645068	-0.000267
-5.480010	-0.000266
-5.315021	-0.000265
-5.143354	-0.000264
-4.978831	-0.000263
-4.810600	-0.000261
-4.645570	-0.000260
-4.473919	-0.000258
-4.309235	-0.000258
-4.141388	-0.000256
-3.976448	-0.000255
-3.811411	-0.000254
-3.642996	-0.000253
-3.478087	-0.000251
-3.306830	-0.000250
-3.141933	-0.000249
-2.973518	-0.000247
-2.808421	-0.000246
-2.637220	-0.000244
-2.472738	-0.000243
-2.307720	-0.000242
-2.139235	-0.000241
-1.974186	-0.000239
-1.802917	-0.000237
-1.638140	-0.000236
-1.469940	-0.000235
-1.304749	-0.000234
-1.133135	-0.000232
-0.968410	-0.000231
-0.803878	-0.000229
-0.635556	-0.000228
-0.470506	-0.000226
-0.302266	-0.000225
-0.137510	-0.000223
0.037757	-0.000222
0.202479	-0.000220
0.370918	-0.000218
0.535406	-0.000217
0.700524	-0.000215
0.872062	-0.000214
1.036611	-0.000212
1.204808	-0.000211
1.369518	-0.000209
1.541138	-0.000207
1.706144	-0.000206
1.874421	-0.000204
2.039456	-0.000202
2.204067	-0.000200
2.375615	-0.000199
2.540631	-0.000197
2.708450	-0.000195
2.873446	-0.000193
3.041452	-0.000191
3.206537	-0.000189
3.378126	-0.000187
3.543020	-0.000185
3.707690	-0.000182
3.875915	-0.000181
4.040933	-0.000178
4.212542	-0.000176
4.376981	-0.000174
4.544994	-0.000171
4.709990	-0.000169
4.881567	-0.000166
5.046600	-0.000163
5.211590	-0.000161
5.379502	-0.000158
5.544401	-0.000155
5.716028	-0.000152
5.880929	-0.000149
6.048860	-0.000145
6.213715	-0.000142
6.381887	-0.000138
6.547005	-0.000135
6.711931	-0.000131
6.883387	-0.000127
7.048120	-0.000123
7.216541	-0.000118
7.381635	-0.000114
7.553216	-0.000109
7.717649	-0.000104
7.885553	-9.942782E-5
8.048985	-9.421074E-5
8.213803	-8.826054E-5
8.386064	-8.170183E-5
8.550365	-7.542363E-5
8.718990	-6.872021E-5
8.884163	-6.162918E-5
9.055946	-5.372684E-5
9.221117	-4.566641E-5
9.388866	-3.700111E-5
9.553674	-2.796409E-5
9.719020	-1.879300E-5
9.887586	-1.087537E-5
10.058259	-3.164130E-7
10.223296	1.017611E-5
10.389331	2.256365E-5
10.557524	3.644412E-5
10.723418	4.983089E-5
10.894588	6.616417E-5
11.059833	8.146346E-5
11.224818	9.922485E-5
11.391268	0.000114
11.556290	0.000135
11.727447	0.000157
11.892440	0.000182
12.060884	0.000208
12.225861	0.000234
12.397562	0.000266
12.562183	0.000298
12.723866	0.000332
12.895591	0.000373
13.061527	0.000415
13.230017	0.000459
13.395188	0.000509
13.567160	0.000563
13.732735	0.000616
13.901853	0.000677
14.067375	0.000742
14.232685	0.000798
14.404743	0.000871
14.570056	0.000936
14.738750	0.001002
14.902424	0.000952
15.074614	0.001053
15.239970	0.001143
15.408698	0.001230
15.574143	0.001305
15.739100	0.001365
15.911440	0.001450
16.073524	0.001507
16.245192	0.001588
16.410748	0.001647
16.579144	0.001715
16.744705	0.001766
16.916594	0.001827
17.082388	0.001880
17.250977	0.001934
17.415932	0.001977
17.581585	0.002028
17.753664	0.002072
17.918703	0.002125
18.087265	0.002173
18.252460	0.002195
18.424555	0.002248
18.590046	0.002288
18.758923	0.002318
18.923918	0.002353
19.089622	0.002399
19.261574	0.002443
19.423588	0.002444
19.595749	0.002493
19.760584	0.002528
19.929163	0.002569
20.094730	0.002602
20.266842	0.002633
20.432493	0.002650
20.597481	0.002691
20.766293	0.002723
20.931837	0.002733
21.103764	0.002758
21.269011	0.002787
21.437248	0.002824
21.602667	0.002844
21.774809	0.002851
21.940092	0.002891
22.105345	0.002924
22.273996	0.002940
22.439655	0.002950
22.611710	0.002991
22.773590	0.002992
22.945513	0.003037
23.110395	0.003053
23.279217	0.003067
23.444641	0.003091
23.610134	0.003111
23.781939	0.003132
23.947540	0.003157
24.116159	0.003198
24.281477	0.003192
24.453804	0.003222
24.619032	0.003231
24.787144	0.003251
24.952511	0.003286
25.117920	0.003306
25.289827	0.003319
25.455057	0.003334
25.623840	0.003362
25.789436	0.003369
25.961243	0.003401
26.122885	0.003403
26.294886	0.003447
26.460588	0.003457
26.625019	0.003470
26.793707	0.003503
26.958284	0.003500
27.129890	0.003527
27.294561	0.003553
