metric,bayes_median,bayes_q16,bayes_q84,legacy_value,legacy_std,delta
Vp,15.883196132231166,15.675858069354227,16.22044745354437,13.894288,0.3326639999999941,1.9889081322311668
Te,2.66587089845134,2.6099834374272053,2.791838609162237,1.4884946066575118,0.05,1.1773762917938282
ne,1.0531395708076307e+17,9.860656446548486e+16,1.1368247278881637e+17,7.5639889881062e+16,1.6952445274905686e+16,2.967406719970107e+16
n_qn,1.0531395708076307e+17,9.860656446548486e+16,1.1368247278881637e+17,7.526193290093743e+17,9.573935042629905e+17,-6.473053719286113e+17
p,2.907965097462774,2.8016342374486864,2.9779976814941906,,,
