,Value,Uncertainty,Unit
Vf,9.760447463777329,0.16633199999999704,V
Vp,13.894288,0.3326639999999941,V
Te,1.4884946066575118,0.05,eV
n,7.526193290093743e+17,9.573935042629905e+17,m-3
ne,7.5639889881062e+16,1.6952445274905686e+16,m-3
ni,1.4295987681376868e+18,8307863611345070.0,m-3
Ie_sat,0.0010077876746191726,0.0002252306978406441,A
Ii_sat,-0.00026625369210809315,1.5800829302393888e-05,A
