trace_id,trace_path,gas,probe_geometry,probe_radius_m,probe_area_m2,flow_sccm,discharge_current_a,point_count
zn_15sccm_15a3,/Users/braden/Documents/Bismuth Cathode/2026-03 Zn-Kr Campaign/Orsini_test_directory/Axial Langmuir/Zn_15sccm_15A3.csv,Zn,cylindrical,2.54e-05,4.0739281319438817e-07,15.0,15.0,300
