,Value,Uncertainty,Unit
Vf,9.832523953600974,0.020880666666666176,V
Vp,16.6607865,0.08252449999999989,V
Te,1.5699564017811425,0.007116430641109909,eV
n,8.986148845697808e+16,1.0510857073517278e+17,m-3
ne,1.4864596625533315e+17,1357906963231717.2,m-3
ni,2.0683174135713694e-11,0.0,m-3
Ie_sat,0.002034,-1.7999999999999787e-05,A
Ii_sat,-0.0003053826631795345,8.703102514348414e-05,A
