,Value,Uncertainty,Unit
Vf,9.87068170534595,0.05710166666666675,V
Vp,16.346622333333332,0.33616374922581405,V
Te,1.7909295682026425,0.041316225050757695,eV
n,3.928567241174e+16,4.212761684089793e+16,m-3
ne,5.957744708685505e+16,6523046635354810.0,m-3
ni,3.466032046773651e-11,0.0,m-3
Ie_sat,0.0008707132775568754,9.480257874864065e-05,A
Ii_sat,-0.0005071660557951364,0.00014952630179208468,A
