,Value,Uncertainty,Unit
Vf,10.268570749280766,0.16657599999999917,V
Vp,13.910479,0.16657599999999917,V
Te,1.7265760816359301,0.05,eV
n,1.4065537047569165e+18,1.9156809583910454e+18,m-3
ne,5.1962708488663864e+16,5069385872170735.0,m-3
ni,2.761144701025169e+18,1.5270422538155062e+16,m-3
Ie_sat,0.0007456399388197246,7.193758779002021e-05,A
Ii_sat,-0.0005128351564080979,2.8939057064821966e-05,A
