Vp,ne,Te,p,I1,I2,log10_sigma_I,sigma_I
15.223485688053998,5.858996167462328e+16,7.06809237457375,2.798394913652804,-8.57248138478239e-07,-0.0004284681133777165,-4.5648804318854115,2.7234510138512024e-05
15.721558331067111,6.316550061457726e+16,7.302748596104269,2.126510926930531,-4.6548752167933395e-07,-0.00046035442805211595,-4.498073073723327,3.1763395796594766e-05
15.624598185569376,6.056833348565672e+16,7.322964800935793,2.971254370110286,-8.674366044566801e-07,-0.0004326823913505893,-4.570008863178469,2.6914798750459532e-05
17.412360986862552,7.066591038552344e+16,7.717319013364555,2.8399022586764273,-3.084341808091257e-06,-0.0003868489448007554,-4.500048215392526,3.161926603450673e-05
17.312415110555683,7.065688496663862e+16,7.352542554881752,2.4761747213781,-6.2221698877032525e-06,-0.0003142440678460829,-4.45360484522795,3.518804630272024e-05
18.46769048181009,8.064148455517048e+16,8.371881386941892,2.845078746105471,2.376257022070191e-06,-0.0005251504774457429,-4.5679367923219045,2.704351929707456e-05
15.223485688053998,5.858996167462328e+16,7.06809237457375,2.798394913652804,-8.57248138478239e-07,-0.0004284681133777165,-4.5648804318854115,2.7234510138512024e-05
17.098545517521387,6.952136353691934e+16,7.113938728378746,2.9411378994354607,-5.6282363951979395e-06,-0.00029875613744633454,-4.5249639311056224,2.985630570311426e-05
16.80574634513813,6.795619577534509e+16,7.491284474467443,2.8356174499322053,-1.703729989404679e-06,-0.0004131240634370117,-4.535453702186918,2.9143808047690963e-05
14.627638838048236,5.532534092369442e+16,6.66935660479916,2.3749689866219557,-3.5707760248351525e-06,-0.00037767449112661826,-4.589319385561561,2.5744271948993956e-05
17.735438440630684,7.188652342503619e+16,8.071878076529114,2.8909446385304296,-7.289750494938064e-07,-0.0004398665796280718,-4.527475349035787,2.9684152287282877e-05
15.42031164258778,6.031002325718691e+16,7.25391370159347,2.6556680039151566,-8.908089403151511e-07,-0.00044881136300096644,-4.54594289672688,2.8448351364194385e-05
19.38915208771095,8.975977566190893e+16,9.084042423741133,2.3355841340471004,7.644677324774836e-06,-0.0006911548180942705,-4.5310539694084,2.944055755743752e-05
15.20107955581528,5.61699190533017e+16,6.69014887906832,2.986115688793154,-5.424237648431825e-06,-0.0003192261811392951,-4.573635244123027,2.6690994504955418e-05
18.656559669294253,7.923112368400907e+16,8.315761058346634,2.940292226498066,-8.351756499499086e-07,-0.00043323209112890344,-4.45669861745003,3.4938268861998166e-05
15.42031164258778,6.031002325718691e+16,7.25391370159347,2.6556680039151566,-8.908089403151511e-07,-0.00044881136300096644,-4.54594289672688,2.8448351364194385e-05
17.45526826447424,7.329260283321349e+16,7.564376850859085,2.901785029343543,-3.06372028517144e-06,-0.0003785107213687307,-4.5558970450899405,2.7803723114864213e-05
16.183355303646287,6.88512212399561e+16,8.09999947598003,2.250194788169334,8.40389233048211e-06,-0.0006726243633408749,-4.502630660525552,3.143180630165262e-05
15.902241594615255,6.331017202953962e+16,7.570267687366893,2.801300904824394,1.568513934861e-06,-0.0004901430414945406,-4.5199747009173965,3.0201276476509087e-05
14.917399637187069,5.723181943836496e+16,7.0543004445549,2.7436279485703277,3.630591378729533e-07,-0.0004496175669191551,-4.57190589857946,2.6797489006063257e-05
17.514918141706843,7.470816539338138e+16,7.662116363309371,2.698489385081329,-7.799301502016669e-07,-0.0004285106746409282,-4.568063839654721,2.7035609216154867e-05
