,Value,Uncertainty,Unit
Vf,11.90617380918445,0.056228333333333325,V
Vp,17.976190666666664,0.15738547033389752,V
Te,1.5957754199042065,0.014261635481387046,eV
n,6.585928967651098e+16,7.699934490282893e+16,m-3
ne,1.0889351785542432e+17,8809353655952931.0,m-3
ni,4.5323726840533257e-11,0.0,m-3
Ie_sat,0.0015022490493771638,0.000121344588290262,A
Ii_sat,-0.0006839346582672319,0.00018901495844248363,A
